,Unnamed: 0,customerid,bank_name_clients,employment_status_clients,level_of_education_clients,No_of_prevloans,Total_amount_borrowed,Total_amount_due,Average_termdays,last_approveddate,last_creationdate,last_closeddate,last_firstduedate,last_firstrepaiddate,systemloanid,loannumber,approveddate,creationdate,loanamount,totaldue,termdays,good_bad_flag,age,bank_account_type_Current,bank_account_type_Other,bank_account_type_Savings,loan_close_time,loan_approval_time,loan_firstPayment_time
3981,3981,8a858fd45a4260bc015a46d547e52e7f,UBA,1,4,,,,,,,,,,,,,,,,,,40.0,False,False,True,,,
3982,3982,8a858fd3552c756201554e18a1b77d48,UBA,1,3,6.0,60000.0,76500.0,27.5,2017-06-13 16:44:45,2017-06-13 15:44:38,2017-07-13 05:14:18,2017-07-13 00:00:00.000000,2017-07-13 04:49:03,301976150.0,7.0,2017-07-13 14:18:45.000000,2017-07-13 13:17:34.000000,10000.0,13000.0,30.0,Good,53.0,False,True,False,29.0,1.0019444444444445,29.0
3983,3983,8a858f7e5c69a6e3015c6b5b59264a17,GT Bank,1,4,,,,,,,,,,,,,,,,,,35.0,False,False,True,,,
3984,3984,8a858ee0560bc07701561d3b978b4831,First Bank,1,4,,,,,,,,,,,,,,,,,,37.0,False,True,False,,,
3985,3985,8a858f985b3db23f015b3de96eac49ca,First Bank,1,4,3.0,30000.0,37500.0,25.0,2017-06-03 06:56:58,2017-06-03 05:56:52,2017-07-05 00:16:12,2017-07-03 00:00:00.000000,2017-07-05 00:06:02,302001578.0,4.0,2017-07-29 02:21:32.000000,2017-07-29 01:20:21.000000,20000.0,24500.0,30.0,Bad,38.0,False,False,True,31.0,1.0016666666666667,31.0
3986,3986,8a858959537a097401537c7ed53d0780,First Bank,3,3,7.0,147000.0,176450.0,36.42857142857143,2017-05-03 11:23:04,2017-05-03 10:22:47,2017-06-26 05:42:02,2017-06-02 00:00:00.000000,2017-06-01 18:17:16,301972667.0,8.0,2017-07-11 09:38:46.000000,2017-07-11 08:38:33.000000,40000.0,48000.0,60.0,Good,30.0,False,True,False,53.0,1.0047222222222223,29.0
3987,3987,8a858e185b4923b4015b537a4383609d,GT Bank,6,4,3.0,40000.0,49000.0,25.0,2017-06-14 21:22:06,2017-06-14 20:22:00,2017-07-11 12:54:15,2017-07-14 00:00:00.000000,2017-07-11 12:44:06,301981235.0,4.0,2017-07-17 07:57:18.000000,2017-07-17 06:56:07.000000,20000.0,24500.0,30.0,Good,43.0,False,False,True,26.0,1.0016666666666667,26.0
3988,3988,8a858ff554e290e10154ec69186153cc,First Bank,3,4,14.0,400000.0,459100.0,31.071428571428573,2017-06-19 10:25:03,2017-06-19 09:24:55,2017-07-18 17:51:29,2017-07-19 00:00:00.000000,2017-07-18 17:41:21,301984372.0,15.0,2017-07-18 17:58:47.000000,2017-07-18 16:57:34.000000,40000.0,44000.0,30.0,Good,37.0,False,False,True,29.0,1.0022222222222221,29.0
3989,3989,8a858fbd5ad1feb0015ad209895209a5,UBA,1,4,1.0,10000.0,13000.0,30.0,2017-03-15 15:01:42,2017-03-15 13:23:08,2017-04-18 11:21:22,2017-04-17 00:00:00.000000,2017-04-17 00:00:00,301971032.0,2.0,2017-07-10 09:25:45.000000,2017-07-10 08:25:28.000000,10000.0,13000.0,30.0,Bad,37.0,False,False,True,33.0,1.6427777777777777,32.0
3990,3990,8a858e345be813ea015be81b372e07dd,GT Bank,1,4,4.0,50000.0,59000.0,18.75,2017-06-21 10:55:10,2017-06-21 09:55:04,2017-07-14 13:27:16,2017-07-21 00:00:00.000000,2017-07-14 13:17:07,301978009.0,5.0,2017-07-14 16:43:17.000000,2017-07-14 15:43:07.000000,20000.0,22250.0,15.0,Good,36.0,False,False,True,23.0,1.0016666666666667,23.0
3991,3991,8a858fe45cd62cbf015ce8c27bea68ef,GT Bank,1,4,1.0,10000.0,11500.0,15.0,2017-07-09 10:56:13,2017-07-09 09:55:54,2017-07-25 15:19:37,2017-07-25 00:00:00.000000,2017-07-25 15:09:28,301995766.0,2.0,2017-07-25 18:29:20.000000,2017-07-25 17:29:13.000000,10000.0,11500.0,15.0,Good,44.0,False,False,True,16.0,1.0052777777777777,16.0
3992,3992,8a858f475bceed0d015bd01e3dcf6d95,GT Bank,1,4,3.0,30000.0,39000.0,30.0,2017-06-27 10:42:38,2017-06-27 09:42:32,2017-07-27 07:25:10,2017-07-27 00:00:00.000000,2017-07-27 07:15:01,301999337.0,4.0,2017-07-27 18:57:51.000000,2017-07-27 17:57:45.000000,20000.0,24500.0,30.0,Good,41.0,False,False,True,29.0,1.0016666666666667,29.0
3993,3993,8a858f725b49c0c0015b4d09b3876961,Unity Bank,1,4,2.0,20000.0,26000.0,30.0,2017-06-30 16:24:41,2017-06-30 15:24:35,2017-07-25 15:33:15,2017-07-31 00:00:00.000000,2017-07-25 15:23:06,302002220.0,3.0,2017-07-29 13:49:37.000000,2017-07-29 12:49:30.000000,20000.0,24500.0,30.0,Good,33.0,False,False,True,25.0,1.0016666666666667,24.0
3994,3994,8a858e245c5f3f7c015c63d531167c8a,First Bank,6,4,1.0,10000.0,13000.0,30.0,2017-06-02 16:39:58,2017-06-02 15:39:45,2017-07-03 05:40:34,2017-07-03 00:00:00.000000,2017-07-03 04:33:17,301961113.0,2.0,2017-07-03 13:53:22.000000,2017-07-03 12:53:17.000000,10000.0,13000.0,30.0,Good,47.0,False,False,True,30.0,1.003611111111111,30.0
3995,3995,8a858f045bab240c015bab4f47fe14dd,UBA,1,4,,,,,,,,,,,,,,,,,,28.0,False,False,True,,,
3996,3996,8a858f045bc9690c015bc98a86fd0efb,Zenith Bank,1,4,1.0,10000.0,13000.0,30.0,2017-06-22 05:58:44,2017-06-22 04:58:36,2017-07-14 19:36:35,2017-07-24 00:00:00.000000,2017-07-14 19:26:25,301986753.0,2.0,2017-07-20 04:47:13.000000,2017-07-20 03:47:06.000000,10000.0,13000.0,30.0,Good,38.0,False,False,True,22.0,1.0022222222222221,22.0
3997,3997,8a858e705668e167015673bfd9d25042,First Bank,1,1,14.0,450000.0,528450.0,54.642857142857146,2017-06-25 08:19:18,2017-06-25 07:19:10,2017-07-18 12:06:33,2017-07-25 00:00:00.000000,2017-07-18 11:56:25,301984178.0,15.0,2017-07-18 16:14:30.000000,2017-07-18 15:14:24.000000,60000.0,65400.0,60.0,Good,36.0,False,True,False,23.0,1.0022222222222221,23.0
3998,3998,8a858fed5a28bf0e015a3429dabf6bab,UBA,1,4,4.0,50000.0,58250.0,18.75,2017-06-13 09:21:00,2017-06-13 08:20:53,2017-06-25 17:01:48,2017-06-28 00:00:00.000000,2017-06-25 16:51:39,301980037.0,5.0,2017-07-16 08:28:09.000000,2017-07-16 07:27:02.000000,20000.0,22250.0,15.0,Good,35.0,False,False,True,12.0,1.0019444444444445,12.0
3999,3999,8a858f7d5cf9aef9015d0cc6f0d61fc2,Diamond Bank,1,4,,,,,,,,,,,,,,,,,,62.0,False,False,True,,,
4000,4000,8a85882953bc04f80153bc198e5d0222,GT Bank,1,0,1.0,10000.0,13000.0,30.0,2017-06-20 13:09:43,2017-06-20 12:08:35,2017-07-16 13:17:10,2017-07-20 00:00:00.000000,2017-07-16 13:07:00,301980605.0,2.0,2017-07-16 17:01:00.000000,2017-07-16 16:00:53.000000,10000.0,13000.0,30.0,Bad,48.0,False,False,True,26.0,1.018888888888889,25.0
4001,4001,8a858f365b2547f3015b2fc6ca393bbe,GT Bank,1,4,,,,,,,,,,,,,,,,,,37.0,False,False,True,,,
4002,4002,8a858e6c5c88d145015c93ab0c4d2933,UBA,6,4,1.0,10000.0,11500.0,15.0,2017-06-25 17:19:11,2017-06-25 16:18:04,2017-07-08 06:59:06,2017-07-10 00:00:00.000000,2017-07-08 06:48:57,301995946.0,2.0,2017-07-25 20:55:47.000000,2017-07-25 19:55:39.000000,10000.0,11500.0,15.0,Bad,31.0,False,False,True,12.0,1.0186111111111111,12.0
4003,4003,8a858f9a5c885f42015c8c56555f6071,First Bank,1,4,1.0,10000.0,13000.0,30.0,2017-06-16 16:55:28,2017-06-16 15:54:20,2017-07-12 15:38:54,2017-07-17 00:00:00.000000,2017-07-12 15:28:45,301976398.0,2.0,2017-07-13 17:11:59.000000,2017-07-13 16:11:52.000000,10000.0,13000.0,30.0,Good,38.0,False,False,True,25.0,1.018888888888889,25.0
4004,4004,8a858e615c832be8015c86c6e7481967,GT Bank,1,4,1.0,10000.0,13000.0,30.0,2017-07-06 10:20:28,2017-07-06 09:20:10,2017-07-08 19:24:11,2017-08-07 00:00:00.000000,2017-07-08 19:14:02,301970547.0,2.0,2017-07-09 19:19:18.000000,2017-07-09 18:19:13.000000,10000.0,11500.0,15.0,Good,32.0,False,False,True,2.0,1.005,2.0
4005,4005,8a858ece5cd05041015cd1aaf05e0329,GT Bank,1,4,1.0,10000.0,13000.0,30.0,2017-06-22 22:59:35,2017-06-22 21:58:26,2017-07-22 10:42:42,2017-07-24 00:00:00.000000,2017-07-22 10:32:32,301990778.0,2.0,2017-07-22 13:47:18.000000,2017-07-22 12:47:05.000000,10000.0,13000.0,30.0,Good,39.0,False,False,True,29.0,1.0191666666666668,29.0
4006,4006,8a85895054a061920154a909b1a76c1d,First Bank,1,4,11.0,220000.0,254725.0,24.545454545454547,2017-06-06 10:29:14,2017-06-06 09:29:01,2017-07-07 19:04:15,2017-07-06 00:00:00.000000,2017-07-07 18:54:06,301973229.0,12.0,2017-07-11 15:22:15.000000,2017-07-11 14:22:09.000000,30000.0,34500.0,30.0,Good,54.0,False,False,True,31.0,1.003611111111111,31.0
4007,4007,8a858ffe5c11b69c015c11cd083f0bf2,GT Bank,1,4,,,,,,,,,,,,,,,,,,39.0,False,False,True,,,
4008,4008,8a858f4655ca643c0155ca7931a90537,Zenith Bank,1,4,1.0,10000.0,11500.0,15.0,2017-06-28 10:45:46,2017-06-28 09:44:37,2017-07-11 08:59:08,2017-07-13 00:00:00.000000,2017-07-11 08:48:58,301974606.0,2.0,2017-07-12 13:31:48.000000,2017-07-12 12:31:40.000000,10000.0,13000.0,30.0,Good,34.0,False,True,False,12.0,1.0191666666666668,12.0
4009,4009,8a858efa5c646292015c67ef45cb096c,Skye Bank,1,4,1.0,10000.0,11500.0,15.0,2017-06-06 15:20:07,2017-06-06 14:19:51,2017-07-06 11:44:05,2017-06-21 00:00:00.000000,2017-07-05 00:00:00,301977117.0,2.0,2017-07-14 09:07:54.000000,2017-07-14 08:07:45.000000,10000.0,13000.0,30.0,Good,42.0,False,False,True,29.0,1.0044444444444445,28.0
4010,4010,8a85880353acff880153b23e3c742a08,GT Bank,1,0,11.0,280000.0,315000.0,23.181818181818183,2017-06-06 04:04:34,2017-06-06 03:03:51,2017-07-05 18:13:34,2017-07-06 00:00:00.000000,2017-07-05 18:03:25,301965489.0,12.0,2017-07-05 20:03:56.000000,2017-07-05 19:03:48.000000,40000.0,44000.0,30.0,Good,41.0,False,True,False,29.0,1.0119444444444445,29.0
4011,4011,8a858f8f5bd43c36015bd84ce0b26bce,First Bank,6,4,,,,,,,,,,,,,,,,,,39.0,False,False,True,,,
4012,4012,8a858fae5b49223f015b49381b57146a,Diamond Bank,1,4,7.0,100000.0,115750.0,19.285714285714285,2017-06-20 20:36:06,2017-06-20 19:36:00,2017-07-07 10:53:29,2017-07-20 00:00:00.000000,2017-07-07 10:43:19,301967761.0,8.0,2017-07-07 11:02:19.000000,2017-07-07 10:02:05.000000,30000.0,34500.0,30.0,Good,39.0,False,False,True,16.0,1.0016666666666667,16.0
4013,4013,8a858ff554e290e10154fe4e6b3f648c,FCMB,3,3,,,,,,,,,,,,,,,,,,45.0,False,False,True,,,
4014,4014,8a858e7d5b8b0b92015b8b3728e92482,Diamond Bank,1,4,3.0,30000.0,36000.0,20.0,2017-06-20 10:41:21,2017-06-20 09:41:14,2017-07-03 10:42:04,2017-07-05 00:00:00.000000,2017-07-03 10:31:55,301967363.0,4.0,2017-07-07 05:45:14.000000,2017-07-07 04:45:08.000000,20000.0,24500.0,30.0,Good,35.0,False,False,True,13.0,1.0019444444444445,12.0
4015,4015,8a858e645755e62201575e72c8b77fd5,GT Bank,6,4,17.0,340000.0,373900.0,21.176470588235293,2017-06-30 18:41:37,2017-06-30 17:41:31,2017-07-29 17:30:23,2017-07-31 00:00:00.000000,2017-07-29 17:20:13,302002533.0,18.0,2017-07-29 17:48:49.000000,2017-07-29 16:48:41.000000,50000.0,52500.0,30.0,Good,37.0,False,True,False,28.0,1.0016666666666667,28.0
4016,4016,8a858f0a5bf3716c015bf38c723c0aee,GT Bank,6,4,,,,,,,,,,,,,,,,,,45.0,False,False,True,,,
4017,4017,8a8589f853f100fb01541090709d2184,GT Bank,1,1,3.0,30000.0,37500.0,25.0,2017-06-20 08:42:16,2017-06-20 07:42:08,2017-07-19 20:48:57,2017-07-20 00:00:00.000000,2017-07-19 20:38:47,301989125.0,4.0,2017-07-21 11:35:56.000000,2017-07-21 10:35:49.000000,10000.0,11500.0,15.0,Good,37.0,False,False,True,29.0,1.0022222222222221,29.0
4018,4018,8a858ec05ba5ca1d015bae063b2f4ee5,Access Bank,1,4,1.0,10000.0,11500.0,15.0,2017-04-27 07:28:04,2017-04-27 06:27:48,2017-05-11 15:09:24,2017-05-12 00:00:00.000000,2017-05-11 14:54:15,302000631.0,2.0,2017-07-28 13:55:07.000000,2017-07-28 12:53:58.000000,10000.0,13000.0,30.0,Good,49.0,False,False,True,14.0,1.0044444444444445,14.0
4019,4019,8a858fbf5b3a0b46015b3d5e8fae2a65,First Bank,6,4,4.0,50000.0,60500.0,22.5,2017-06-12 19:53:35,2017-06-12 18:53:29,2017-07-07 17:27:36,2017-07-12 00:00:00.000000,2017-07-07 17:17:27,301970263.0,5.0,2017-07-09 14:21:08.000000,2017-07-09 13:20:56.000000,20000.0,24500.0,30.0,Good,41.0,False,False,True,24.0,1.0016666666666667,24.0
4020,4020,8a85881a5420ebf101543805f5fb4a09,GT Bank,1,4,13.0,330000.0,373750.0,26.53846153846154,2017-06-25 15:41:15,2017-06-25 14:40:09,2017-07-23 09:54:36,2017-07-25 00:00:00.000000,2017-07-23 09:44:27,301992076.0,14.0,2017-07-23 15:57:06.000000,2017-07-23 14:57:00.000000,40000.0,44000.0,30.0,Bad,49.0,False,True,False,27.0,1.0183333333333333,27.0
4021,4021,8a8588ae53f1cb7c015414160f0175bc,GT Bank,1,4,7.0,140000.0,161500.0,23.571428571428573,2017-06-15 14:39:02,2017-06-15 13:38:55,2017-07-10 16:05:26,2017-07-17 00:00:00.000000,2017-07-10 15:55:17,301995526.0,8.0,2017-07-25 16:01:34.000000,2017-07-25 15:00:23.000000,40000.0,44000.0,30.0,Good,35.0,False,True,False,25.0,1.0019444444444445,25.0
4022,4022,8a858e135cb22031015cbb1bc347555b,UBA,1,4,1.0,10000.0,13000.0,30.0,2017-06-18 17:02:43,2017-06-18 13:57:44,2017-07-04 18:00:34,2017-07-18 00:00:00.000000,2017-07-04 17:50:25,301965270.0,2.0,2017-07-05 17:42:01.000000,2017-07-05 16:41:56.000000,10000.0,13000.0,30.0,Good,43.0,False,False,True,16.0,3.0830555555555557,16.0
4023,4023,8a858e7c588604a40158a75735995afa,GT Bank,1,4,7.0,100000.0,121025.0,27.857142857142858,2017-06-28 07:26:30,2017-06-28 06:25:22,2017-07-06 08:13:21,2017-07-28 00:00:00.000000,2017-07-06 08:03:11,301966019.0,8.0,2017-07-06 09:01:36.000000,2017-07-06 08:01:32.000000,20000.0,23000.0,30.0,Good,39.0,False,False,True,8.0,1.018888888888889,8.0
4024,4024,8a858fdd5d3268a5015d35c511010ad6,GT Bank,6,4,1.0,10000.0,11500.0,15.0,2017-07-12 10:03:52,2017-07-12 09:02:37,2017-07-26 15:48:23,2017-07-28 00:00:00.000000,2017-07-26 15:38:14,301998530.0,2.0,2017-07-27 10:53:19.000000,2017-07-27 09:53:12.000000,10000.0,11500.0,15.0,Good,34.0,False,False,True,14.0,1.0208333333333333,14.0
4025,4025,8a858e345c788b37015c7cc1579416d3,GT Bank,1,4,1.0,10000.0,11500.0,15.0,2017-06-23 12:56:43,2017-06-23 11:55:35,2017-07-18 15:48:22,2017-07-10 00:00:00.000000,2017-07-18 15:38:13,301994788.0,2.0,2017-07-25 08:37:31.000000,2017-07-25 07:37:23.000000,10000.0,13000.0,30.0,Bad,30.0,False,False,True,25.0,1.018888888888889,25.0
4026,4026,8a858e9d5bfd7037015c0b68f69113ba,Access Bank,1,4,,,,,,,,,,,,,,,,,,31.0,False,False,True,,,
4027,4027,8a858f665c2142a0015c2eceb8672f3f,Zenith Bank,1,4,2.0,20000.0,24500.0,22.5,2017-06-20 19:58:19,2017-06-20 18:58:12,2017-07-17 13:00:28,2017-07-20 00:00:00.000000,2017-07-17 12:50:19,301982936.0,3.0,2017-07-18 01:00:28.000000,2017-07-18 00:00:21.000000,10000.0,13000.0,30.0,Bad,44.0,False,False,True,26.0,1.0019444444444445,26.0
4028,4028,8a858f0056b7cf8e0156dc169f9a3b31,GT Bank,1,0,5.0,50000.0,65000.0,30.0,2017-03-19 21:46:38,2017-03-19 20:46:27,2017-04-28 09:24:27,2017-04-18 00:00:00.000000,2017-04-28 09:09:19,301994142.0,6.0,2017-07-24 19:49:19.000000,2017-07-24 18:49:09.000000,10000.0,13000.0,30.0,Good,33.0,False,True,False,39.0,1.0030555555555556,39.0
4029,4029,8a858fd85b66d5c1015b66f5ae28185f,GT Bank,1,4,3.0,30000.0,34500.0,15.0,2017-06-17 06:12:05,2017-06-17 05:11:58,2017-07-02 22:29:36,2017-07-03 00:00:00.000000,2017-07-02 22:19:26,301969134.0,4.0,2017-07-08 11:49:41.000000,2017-07-08 10:49:36.000000,10000.0,11500.0,15.0,Good,38.0,False,False,True,15.0,1.0019444444444445,15.0
4030,4030,8a858eac59b14c020159b1c6a26a5569,EcoBank,1,4,,,,,,,,,,,,,,,,,,36.0,False,False,True,,,
4031,4031,8a858f2e5cd09481015cd0a05cde084c,Access Bank,6,4,1.0,10000.0,11500.0,15.0,2017-06-22 17:44:06,2017-06-22 16:42:57,2017-07-10 11:30:18,2017-07-10 00:00:00.000000,2017-07-10 11:20:08,301971711.0,2.0,2017-07-10 15:47:47.000000,2017-07-10 14:47:42.000000,10000.0,11500.0,15.0,Good,37.0,False,False,True,17.0,1.0191666666666668,17.0
4032,4032,8a858f185d2cf38e015d2d3ab4542892,GT Bank,6,4,1.0,10000.0,11500.0,15.0,2017-07-10 19:02:07,2017-07-10 18:00:55,2017-07-25 09:45:04,2017-07-25 00:00:00.000000,2017-07-25 09:34:55,301994916.0,2.0,2017-07-25 09:54:38.000000,2017-07-25 08:54:32.000000,10000.0,13000.0,30.0,Good,51.0,False,False,True,14.0,1.02,14.0
4033,4033,8a858f385b34d285015b34ed06a1189b,UBA,6,4,,,,,,,,,,,,,,,,,,32.0,False,False,True,,,
4034,4034,8a858e2155defefd0155e3c9a8564f63,First Bank,1,4,,,,,,,,,,,,,,,,,,34.0,False,False,True,,,
4035,4035,8a858e655a047d1a015a12f9d9eb5b9c,GT Bank,1,4,,,,,,,,,,,,,,,,,,30.0,False,False,True,,,
4036,4036,8a8189a552638e13015264cf62312966,EcoBank,1,0,1.0,5000.0,5750.0,30.0,2016-01-21 16:37:40,2016-01-21 15:37:31,2016-02-09 00:05:50,2016-02-22 00:00:00.000000,2016-02-08 08:47:17,301986005.0,2.0,2017-07-19 16:18:04.000000,2017-07-19 15:16:54.000000,10000.0,11500.0,15.0,Good,45.0,False,False,True,18.0,1.0025,17.0
4037,4037,8a858fae5921beeb01592ad3c5c12bc1,Stanbic IBTC,1,4,5.0,70000.0,88000.0,30.0,2017-06-20 14:29:44,2017-06-20 13:29:38,2017-07-20 19:44:58,2017-07-24 00:00:00.000000,2017-07-20 19:34:48,301989355.0,6.0,2017-07-21 14:07:36.000000,2017-07-21 13:07:24.000000,20000.0,24500.0,30.0,Good,43.0,False,False,True,30.0,1.0016666666666667,30.0
4038,4038,8a858fc959bc56c80159c034e75a05be,Skye Bank,6,4,1.0,10000.0,11500.0,15.0,2017-06-28 11:02:21,2017-06-28 10:01:13,2017-07-03 11:27:57,2017-07-13 00:00:00.000000,2017-07-03 11:17:47,301960918.0,2.0,2017-07-03 11:58:18.000000,2017-07-03 10:58:13.000000,10000.0,11500.0,15.0,Bad,46.0,False,False,True,5.0,1.018888888888889,5.0
4039,4039,8a858f335c8d9723015c9afe6a2552cc,GT Bank,1,4,1.0,10000.0,11500.0,15.0,2017-06-13 19:37:24,2017-06-13 18:36:16,2017-07-28 20:32:57,2017-06-29 00:00:00.000000,2017-07-28 20:22:49,302001480.0,2.0,2017-07-28 23:15:42.000000,2017-07-28 22:15:34.000000,10000.0,11000.0,15.0,Good,41.0,False,False,True,45.0,1.018888888888889,45.0
4040,4040,8a858eb75c21a2b9015c2acd7e8b3ff8,First Bank,1,4,2.0,20000.0,26000.0,30.0,2017-06-23 14:51:05,2017-06-23 13:50:58,2017-07-26 15:33:45,2017-07-24 00:00:00.000000,2017-07-26 15:23:37,302000044.0,3.0,2017-07-28 08:37:08.000000,2017-07-28 07:37:03.000000,10000.0,13000.0,30.0,Good,30.0,False,False,True,33.0,1.0019444444444445,33.0
4041,4041,8a858e1d5cd58f9e015ce559ea09786b,UBA,6,4,1.0,10000.0,13000.0,30.0,2017-06-27 08:03:16,2017-06-27 07:02:08,2017-07-28 15:55:07,2017-07-27 00:00:00.000000,2017-07-28 15:44:58,302003064.0,2.0,2017-07-30 07:30:37.000000,2017-07-30 06:30:30.000000,10000.0,13000.0,30.0,Good,37.0,False,False,True,31.0,1.018888888888889,31.0
4042,4042,8a858f565b683b56015b70b951992639,First Bank,6,4,5.0,70000.0,84500.0,24.0,2017-06-27 07:41:25,2017-06-27 06:41:16,2017-07-15 17:25:42,2017-07-27 00:00:00.000000,2017-07-15 17:15:32,301986751.0,6.0,2017-07-20 11:03:46.000000,2017-07-20 03:40:39.000000,30000.0,33999.9,30.0,Good,44.0,False,False,True,18.0,1.0025,18.0
4043,4043,8a858ff15b5d3f84015b5d4155f20401,First Bank,1,4,3.0,30000.0,39000.0,30.0,2017-06-10 16:03:58,2017-06-10 15:03:52,2017-07-08 14:46:16,2017-07-10 00:00:00.000000,2017-07-08 14:36:07,301969359.0,4.0,2017-07-08 15:17:41.000000,2017-07-08 14:17:37.000000,20000.0,24500.0,30.0,Good,55.0,False,False,True,27.0,1.0016666666666667,27.0
4044,4044,8a858f295c8d307f015c9b4d5c570061,GT Bank,1,4,1.0,10000.0,13000.0,30.0,2017-06-12 15:36:11,2017-06-12 14:35:04,2017-06-13 09:55:03,2017-07-12 00:00:00.000000,2017-06-13 09:44:53,301960271.0,2.0,2017-07-02 19:55:52.000000,2017-07-02 18:55:46.000000,10000.0,13000.0,30.0,Good,39.0,False,False,True,0.0,1.0186111111111111,0.0
4045,4045,8a858ffd5c8d343d015c97cecd270cb5,GT Bank,1,4,1.0,10000.0,11500.0,15.0,2017-06-15 06:50:59,2017-06-15 05:49:51,2017-06-23 23:42:42,2017-07-03 00:00:00.000000,2017-06-23 23:32:33,301983037.0,2.0,2017-07-18 06:08:36.000000,2017-07-18 05:08:28.000000,10000.0,11500.0,15.0,Good,36.0,False,False,True,8.0,1.018888888888889,8.0
4046,4046,8a858e245b680423015b8056f2c015eb,Sterling Bank,1,4,,,,,,,,,,,,,,,,,,37.0,False,False,True,,,
4047,4047,8a858ee65be8d42d015be94985db334b,First Bank,1,4,2.0,20000.0,23000.0,15.0,2017-05-23 13:42:59,2017-05-23 12:42:52,2017-07-03 20:43:38,2017-06-07 00:00:00.000000,2017-07-03 20:33:29,301992760.0,3.0,2017-07-24 07:13:54.000000,2017-07-24 06:13:48.000000,10000.0,13000.0,30.0,Bad,48.0,False,False,True,41.0,1.0019444444444445,41.0
4048,4048,8a858fd1572b90090157371452df3711,Diamond Bank,1,4,8.0,150000.0,173350.0,22.5,2017-06-13 12:20:07,2017-06-13 11:19:59,2017-07-03 11:49:39,2017-07-13 00:00:00.000000,2017-07-03 11:39:30,301960954.0,9.0,2017-07-03 12:16:56.000000,2017-07-03 11:16:50.000000,30000.0,34500.0,30.0,Good,37.0,False,False,True,20.0,1.0022222222222221,19.0
4049,4049,8a858ed75bc9016e015bc95fbf6d26e3,Fidelity Bank,1,4,2.0,20000.0,26000.0,30.0,2017-06-14 09:13:03,2017-06-14 08:12:56,2017-07-14 21:26:18,2017-07-14 00:00:00.000000,2017-07-14 21:16:09,301978391.0,3.0,2017-07-14 21:29:45.000000,2017-07-14 20:29:38.000000,10000.0,13000.0,30.0,Bad,32.0,True,False,False,30.0,1.0019444444444445,30.0
4050,4050,8a858f535908095c01591628b8dc27b1,First Bank,1,4,,,,,,,,,,,,,,,,,,43.0,False,False,True,,,
4051,4051,8a858faf56939fea01569d6ff37c3e9d,GT Bank,1,0,12.0,380000.0,445700.0,50.0,2017-06-10 09:36:18,2017-06-10 08:36:11,2017-07-12 11:53:50,2017-07-10 00:00:00.000000,2017-07-10 11:46:01,301974492.0,13.0,2017-07-12 12:17:08.000000,2017-07-12 11:17:01.000000,60000.0,68100.0,90.0,Good,34.0,False,True,False,32.0,1.0019444444444445,30.0
4052,4052,8a858f665c45930d015c5427f2e26489,GT Bank,6,4,2.0,20000.0,23000.0,15.0,2017-06-28 21:50:28,2017-06-28 20:50:20,2017-07-12 18:03:29,2017-07-13 00:00:00.000000,2017-07-12 17:53:19,301975010.0,3.0,2017-07-12 18:11:52.000000,2017-07-12 17:11:45.000000,10000.0,11500.0,15.0,Bad,38.0,False,False,True,13.0,1.0022222222222221,13.0
4053,4053,8a85895054a061920154a9c8935d351f,GT Bank,1,4,1.0,10000.0,13000.0,30.0,2016-05-13 12:22:15,2016-05-13 11:22:05,2016-06-14 00:03:54,2016-06-13 00:00:00.000000,2016-06-13 15:56:09,301963573.0,2.0,2017-07-04 17:20:17.000000,2017-07-04 16:19:10.000000,10000.0,13000.0,30.0,Good,57.0,False,True,False,31.0,1.0027777777777778,31.0
4054,4054,8a858e345be813ea015becdece40410d,GT Bank,6,4,1.0,10000.0,11500.0,15.0,2017-06-09 09:00:53,2017-06-09 07:59:45,2017-06-22 22:07:42,2017-06-26 00:00:00.000000,2017-06-22 21:57:33,301970339.0,2.0,2017-07-09 15:43:54.000000,2017-07-09 14:43:47.000000,10000.0,11500.0,15.0,Good,37.0,False,False,True,13.0,1.018888888888889,13.0
4055,4055,8a858e0d59bbb9050159c1f9f1d667ec,Diamond Bank,1,4,4.0,50000.0,63500.0,30.0,2017-06-23 22:30:30,2017-06-23 21:29:23,2017-07-25 12:25:12,2017-07-24 00:00:00.000000,2017-07-25 12:15:03,301995949.0,5.0,2017-07-25 20:56:59.000000,2017-07-25 19:56:52.000000,20000.0,24500.0,30.0,Good,37.0,False,False,True,31.0,1.0186111111111111,31.0
4056,4056,8a858fcd56b9f22c0156c804c62f4d5d,First Bank,3,4,6.0,85000.0,104675.0,30.0,2017-06-09 06:43:11,2017-06-09 05:42:04,2017-07-09 20:31:46,2017-07-10 00:00:00.000000,2017-07-09 20:21:36,301979070.0,7.0,2017-07-15 12:23:29.000000,2017-07-15 11:23:22.000000,30000.0,39000.0,60.0,Good,31.0,False,True,False,30.0,1.0186111111111111,30.0
4057,4057,8a858fc75cd62882015cdb0bcbe41e33,GT Bank,1,4,,,,,,,,,,,,,,,,,,39.0,False,False,True,,,
4058,4058,8a858f7e5c69a6e3015c73634ec272f6,Access Bank,1,4,1.0,10000.0,13000.0,30.0,2017-06-05 12:11:26,2017-06-05 11:11:10,2017-07-04 11:08:03,2017-07-05 00:00:00.000000,2017-07-04 10:57:53,301963340.0,2.0,2017-07-04 15:02:32.000000,2017-07-04 14:02:25.000000,10000.0,13000.0,30.0,Good,46.0,False,False,True,28.0,1.0044444444444445,28.0
