No_of_prevloans,Total_amount_due,Average_termdays,loannumber,good_bad_flag,age,bank_account_type_Current,loan_approval_time,loan_firstPayment_time
1.0,11500.0,15.0,2.0,0,32.0,0,1.0191666666666668,16.0
2.0,24500.0,22.5,3.0,0,36.0,0,1.002222222222222,30.0
6.0,83900.0,22.5,7.0,0,49.0,0,1.0047222222222223,29.0
2.0,23000.0,15.0,3.0,1,35.0,0,1.002222222222222,19.0
4.0,64700.0,22.5,5.0,1,35.0,0,1.0186111111111111,40.0
3.0,34500.0,15.0,4.0,1,38.0,0,1.0019444444444443,13.0
1.0,13000.0,30.0,2.0,0,38.0,0,1.0191666666666668,7.0
5.0,82750.0,21.0,6.0,1,32.0,0,1.018333333333333,7.0
1.0,13000.0,30.0,2.0,1,37.0,0,1.0019444444444443,25.0
2.0,26000.0,30.0,3.0,0,44.0,0,1.0016666666666667,22.0
1.0,13000.0,30.0,2.0,0,32.0,0,1.0038888888888888,27.0
8.0,140050.0,33.75,9.0,1,40.0,0,1.0019444444444443,29.0
16.0,505000.0,24.375,17.0,1,36.0,0,1.0016666666666667,30.0
4.0,58250.0,18.75,5.0,1,39.0,0,1.0019444444444443,10.0
1.0,13000.0,30.0,2.0,1,46.0,0,1.018888888888889,29.0
2.0,23000.0,15.0,3.0,1,39.0,0,1.0019444444444443,14.0
1.0,13000.0,30.0,2.0,1,47.0,0,1.003611111111111,27.0
10.0,226750.0,27.0,11.0,1,32.0,0,1.0013888888888889,28.0
3.0,36000.0,20.0,4.0,1,34.0,0,1.0016666666666667,25.0
2.0,24500.0,22.5,3.0,1,41.0,0,1.0019444444444443,25.0
3.0,41375.0,20.0,4.0,1,38.0,0,1.0019444444444443,28.0
4.0,56750.0,15.0,5.0,1,33.0,0,1.01,15.0
1.0,13000.0,30.0,2.0,1,39.0,0,1.018888888888889,28.0
6.0,67875.0,15.0,7.0,1,51.0,0,1.0016666666666667,7.0
2.0,23000.0,15.0,3.0,1,42.0,0,1.0025,15.0
1.0,13000.0,30.0,2.0,0,38.0,0,1.0186111111111111,29.0
14.0,427850.0,34.285714285714285,15.0,1,45.0,0,1.002222222222222,27.0
1.0,13000.0,30.0,2.0,1,34.0,0,1.0186111111111111,29.0
3.0,34500.0,15.0,4.0,1,38.0,0,1.0019444444444443,17.0
4.0,46400.0,22.5,5.0,0,34.0,0,1.0205555555555557,34.0
10.0,192450.0,18.0,12.0,1,36.0,0,1.0186111111111111,32.0
4.0,75000.0,30.0,5.0,1,38.0,0,1.0016666666666667,17.0
2.0,24500.0,22.5,3.0,1,34.0,0,1.0019444444444443,15.0
2.0,24500.0,22.5,3.0,1,42.0,0,1.0019444444444443,36.0
1.0,13000.0,30.0,2.0,1,46.0,1,1.0191666666666668,24.0
1.0,13000.0,30.0,2.0,1,45.0,0,1.018888888888889,17.0
1.0,13000.0,30.0,2.0,1,45.0,0,1.0186111111111111,27.0
2.0,17250.0,15.0,3.0,1,46.0,0,1.0191666666666668,21.0
1.0,13000.0,30.0,2.0,1,37.0,0,1.018888888888889,28.0
1.0,13000.0,30.0,2.0,0,51.0,0,1.0041666666666669,29.0
5.0,85100.0,27.0,6.0,1,52.0,0,1.0186111111111111,25.0
9.0,136275.0,21.666666666666668,10.0,0,42.0,0,1.0019444444444443,29.0
2.0,23000.0,15.0,3.0,1,35.0,0,1.0019444444444443,14.0
1.0,13000.0,30.0,2.0,1,42.0,0,1.0194444444444444,28.0
3.0,34500.0,15.0,4.0,0,40.0,0,1.0027777777777778,32.0
8.0,177100.0,26.25,9.0,1,38.0,0,1.0016666666666667,25.0
5.0,62687.5,15.0,6.0,1,40.0,0,1.018333333333333,25.0
8.0,118200.0,22.5,9.0,1,35.0,0,1.0019444444444443,16.0
1.0,11500.0,15.0,2.0,1,49.0,0,1.0186111111111111,13.0
11.0,236400.0,25.90909090909091,12.0,1,38.0,0,1.002222222222222,25.0
1.0,13000.0,30.0,2.0,1,39.0,0,1.003611111111111,24.0
3.0,39000.0,30.0,4.0,1,38.0,0,1.0019444444444443,36.0
1.0,11500.0,15.0,2.0,1,39.0,0,1.0025,10.0
2.0,26000.0,30.0,3.0,1,46.0,0,1.0016666666666667,36.0
4.0,75000.0,30.0,5.0,1,37.0,0,1.0016666666666667,28.0
1.0,13000.0,30.0,2.0,1,47.0,0,1.0025,11.0
9.0,158450.0,25.0,10.0,1,33.0,0,1.002222222222222,34.0
6.0,82187.5,20.0,7.0,1,35.0,0,1.0186111111111111,7.0
1.0,11500.0,15.0,2.0,1,39.0,0,1.018888888888889,14.0
2.0,23000.0,15.0,3.0,1,39.0,0,1.0016666666666667,13.0
1.0,11500.0,15.0,2.0,1,40.0,0,1.018888888888889,16.0
3.0,39000.0,30.0,4.0,1,40.0,0,1.0019444444444443,24.0
3.0,37500.0,25.0,4.0,1,36.0,0,1.0019444444444443,28.0
2.0,23000.0,15.0,3.0,1,40.0,0,1.0016666666666667,15.0
10.0,257300.0,28.5,11.0,1,34.0,0,1.0016666666666667,26.0
3.0,41187.5,20.0,4.0,1,46.0,0,1.018888888888889,10.0
1.0,11500.0,15.0,2.0,1,38.0,0,1.0191666666666668,15.0
1.0,13000.0,30.0,2.0,0,31.0,0,1.0202777777777778,28.0
3.0,36000.0,20.0,4.0,1,41.0,0,1.0019444444444443,33.0
7.0,144300.0,27.857142857142858,8.0,0,38.0,0,1.0019444444444443,31.0
7.0,156725.0,32.142857142857146,8.0,1,56.0,0,1.0019444444444443,30.0
2.0,26000.0,30.0,3.0,1,33.0,0,1.0019444444444443,25.0
1.0,11500.0,15.0,2.0,1,37.0,0,1.0025,7.0
1.0,11500.0,15.0,2.0,0,39.0,0,1.0186111111111111,17.0
3.0,50500.0,30.0,4.0,1,28.0,0,1.0019444444444443,27.0
1.0,11500.0,15.0,2.0,0,41.0,0,1.0191666666666668,23.0
1.0,11500.0,15.0,2.0,0,54.0,0,1.0027777777777778,15.0
11.0,234625.0,27.27272727272728,12.0,1,56.0,0,1.002222222222222,25.0
3.0,37500.0,25.0,4.0,0,33.0,0,1.0016666666666667,49.0
2.0,26000.0,30.0,3.0,1,46.0,0,1.0019444444444443,29.0
22.0,539900.0,21.13636363636364,23.0,1,40.0,0,1.002222222222222,23.0
4.0,49750.0,26.25,5.0,1,31.0,0,1.018888888888889,8.0
2.0,24500.0,22.5,3.0,1,35.0,0,1.0019444444444443,28.0
5.0,86500.0,27.0,6.0,1,55.0,0,1.018888888888889,28.0
1.0,13000.0,30.0,2.0,1,39.0,0,1.0019444444444443,29.0
1.0,13000.0,30.0,2.0,1,43.0,0,1.0191666666666668,29.0
1.0,13000.0,30.0,2.0,1,44.0,0,1.018888888888889,28.0
3.0,39000.0,30.0,4.0,1,44.0,0,1.0186111111111111,32.0
4.0,59000.0,18.75,5.0,1,45.0,0,1.0019444444444443,26.0
9.0,159400.0,20.0,10.0,1,38.0,0,1.0186111111111111,24.0
1.0,13000.0,30.0,2.0,1,48.0,0,1.0191666666666668,25.0
8.0,181700.0,33.75,9.0,1,46.0,0,1.002222222222222,28.0
11.0,298850.0,28.63636363636364,12.0,1,47.0,0,1.0019444444444443,29.0
1.0,13000.0,30.0,2.0,1,37.0,0,1.018888888888889,2.0
2.0,26000.0,30.0,3.0,1,41.0,0,1.002222222222222,40.0
5.0,83500.0,21.0,6.0,1,50.0,0,1.0016666666666667,27.0
1.0,13000.0,30.0,2.0,0,43.0,0,1.002222222222222,26.0
4.0,52000.0,30.0,5.0,1,44.0,0,1.0186111111111111,24.0
2.0,26000.0,30.0,3.0,1,44.0,0,1.0016666666666667,34.0
2.0,24500.0,22.5,3.0,1,44.0,0,1.0016666666666667,29.0
6.0,78000.0,30.0,7.0,1,30.0,0,1.0019444444444443,21.0
5.0,61250.0,24.0,6.0,1,40.0,0,1.0186111111111111,11.0
1.0,13000.0,30.0,2.0,0,43.0,0,1.002222222222222,40.0
13.0,349500.0,30.0,14.0,0,47.0,0,1.0038888888888888,30.0
2.0,23000.0,15.0,3.0,1,37.0,0,1.0016666666666667,6.0
1.0,13000.0,30.0,2.0,1,44.0,0,1.005,20.0
3.0,36000.0,20.0,5.0,1,35.0,0,8.610277777777778,10.0
1.0,13000.0,30.0,2.0,0,38.0,0,1.0019444444444443,31.0
1.0,11500.0,15.0,2.0,1,34.0,0,1.018888888888889,5.0
1.0,11500.0,15.0,2.0,1,38.0,0,1.0194444444444444,15.0
9.0,244300.0,31.666666666666668,10.0,1,39.0,0,1.002222222222222,4.0
7.0,127675.0,21.428571428571427,8.0,1,37.0,0,1.0016666666666667,26.0
1.0,11500.0,15.0,2.0,1,38.0,0,1.018888888888889,14.0
9.0,191950.0,25.0,10.0,1,38.0,0,1.0186111111111111,23.0
5.0,82800.0,21.0,6.0,1,37.0,0,1.003611111111111,29.0
2.0,24500.0,22.5,3.0,1,35.0,0,1.0019444444444443,24.0
4.0,56750.0,15.0,5.0,0,38.0,0,1.0016666666666667,14.0
7.0,181800.0,38.57142857142857,8.0,1,41.0,0,1.018888888888889,30.0
7.0,139550.0,21.428571428571427,8.0,1,46.0,0,1.0019444444444443,34.0
3.0,37500.0,25.0,4.0,0,37.0,0,1.0016666666666667,28.0
2.0,26000.0,30.0,3.0,1,43.0,0,1.018333333333333,34.0
10.0,202425.0,22.5,11.0,1,41.0,0,1.002222222222222,31.0
1.0,11500.0,15.0,2.0,1,35.0,0,1.018888888888889,14.0
1.0,13000.0,30.0,2.0,1,36.0,0,1.018888888888889,8.0
1.0,13000.0,30.0,2.0,1,39.0,0,1.002222222222222,20.0
2.0,24500.0,22.5,3.0,1,41.0,0,1.0016666666666667,29.0
3.0,37500.0,25.0,4.0,1,32.0,0,1.0019444444444443,29.0
3.0,50500.0,30.0,4.0,1,35.0,0,1.002222222222222,24.0
13.0,342550.0,24.23076923076923,14.0,0,37.0,0,1.002222222222222,34.0
3.0,48500.0,25.0,4.0,1,39.0,0,1.0016666666666667,29.0
12.0,422500.0,47.5,13.0,1,39.0,0,1.018888888888889,29.0
2.0,24500.0,22.5,3.0,1,47.0,0,1.0019444444444443,30.0
1.0,11500.0,15.0,2.0,1,30.0,0,1.018888888888889,0.0
6.0,70500.0,17.5,7.0,1,36.0,0,1.0019444444444443,20.0
9.0,198500.0,26.666666666666668,10.0,1,46.0,0,1.018888888888889,28.0
7.0,160100.0,34.285714285714285,8.0,1,46.0,0,2.6997222222222224,40.0
1.0,11500.0,15.0,2.0,0,39.0,0,1.0194444444444444,13.0
3.0,36000.0,20.0,4.0,1,43.0,0,1.0016666666666667,26.0
1.0,13000.0,30.0,2.0,1,33.0,0,1.003611111111111,32.0
6.0,110300.0,27.5,7.0,1,40.0,0,1.0186111111111111,25.0
1.0,11500.0,15.0,2.0,1,32.0,0,1.0044444444444445,21.0
3.0,47500.0,20.0,4.0,1,46.0,0,1.002222222222222,30.0
1.0,11500.0,15.0,2.0,0,48.0,0,1.018888888888889,4.0
2.0,24500.0,22.5,3.0,0,53.0,0,1.0019444444444443,29.0
1.0,11500.0,15.0,2.0,1,41.0,0,1.018888888888889,14.0
5.0,65000.0,30.0,6.0,1,40.0,0,1.0019444444444443,32.0
13.0,424837.5,27.692307692307693,14.0,1,40.0,0,1.018888888888889,23.0
7.0,170950.0,23.571428571428573,8.0,1,32.0,0,1.0047222222222223,32.0
6.0,81625.0,17.5,7.0,1,38.0,0,1.0016666666666667,13.0
3.0,39000.0,30.0,4.0,1,37.0,0,1.0025,29.0
4.0,59750.0,22.5,5.0,1,42.0,0,1.0016666666666667,9.0
9.0,267700.0,43.333333333333336,10.0,1,38.0,0,1.0019444444444443,25.0
1.0,13000.0,30.0,2.0,1,40.0,0,1.018888888888889,13.0
1.0,11500.0,15.0,2.0,1,40.0,0,1.0030555555555556,16.0
3.0,39000.0,30.0,4.0,1,38.0,0,1.0019444444444443,21.0
3.0,37500.0,25.0,4.0,0,45.0,0,1.0019444444444443,15.0
1.0,13000.0,30.0,2.0,1,43.0,0,1.0186111111111111,27.0
10.0,211587.5,21.0,11.0,1,43.0,1,1.002222222222222,29.0
14.0,426775.0,27.857142857142858,15.0,1,35.0,0,1.0186111111111111,1.0
9.0,213200.0,30.0,10.0,1,36.0,0,1.0016666666666667,29.0
1.0,13000.0,30.0,2.0,0,53.0,0,1.0019444444444443,5.0
1.0,11500.0,15.0,2.0,1,31.0,0,1.018888888888889,12.0
7.0,121000.0,23.571428571428573,8.0,1,41.0,0,1.002222222222222,24.0
10.0,377300.0,57.0,11.0,1,40.0,0,1.0016666666666667,29.0
12.0,177800.0,21.25,13.0,1,29.0,0,1.0019444444444443,28.0
1.0,13000.0,30.0,2.0,1,40.0,0,1.0191666666666668,17.0
3.0,39000.0,30.0,4.0,0,33.0,0,1.018333333333333,29.0
1.0,11500.0,15.0,2.0,1,50.0,1,1.0038888888888888,21.0
2.0,23000.0,15.0,3.0,1,42.0,0,1.0019444444444443,8.0
4.0,50500.0,26.25,5.0,1,34.0,0,1.0019444444444443,31.0
2.0,26000.0,30.0,3.0,0,39.0,0,1.003611111111111,35.0
4.0,60500.0,22.5,5.0,1,33.0,0,1.002222222222222,26.0
21.0,866300.0,40.0,22.0,0,32.0,0,1.0033333333333334,27.0
1.0,13000.0,30.0,2.0,0,46.0,0,1.0044444444444445,18.0
6.0,71950.0,22.5,7.0,1,31.0,0,1.0019444444444443,20.0
5.0,83500.0,21.0,6.0,1,31.0,0,1.0019444444444443,21.0
10.0,187500.0,22.5,11.0,1,31.0,0,1.0186111111111111,32.0
1.0,13000.0,30.0,2.0,1,38.0,0,1.018888888888889,36.0
1.0,13000.0,30.0,2.0,1,31.0,0,1.0041666666666669,31.0
3.0,37500.0,25.0,4.0,0,37.0,0,1.0019444444444443,27.0
1.0,11500.0,15.0,2.0,1,38.0,0,1.0186111111111111,15.0
4.0,59000.0,18.75,5.0,0,42.0,0,1.0016666666666667,29.0
7.0,86500.0,23.571428571428573,8.0,1,42.0,0,1.0047222222222223,12.0
1.0,13000.0,30.0,2.0,0,48.0,0,1.0186111111111111,33.0
3.0,36000.0,20.0,4.0,1,48.0,0,1.002222222222222,14.0
2.0,24500.0,22.5,3.0,0,34.0,0,1.0019444444444443,43.0
4.0,46000.0,15.0,5.0,0,40.0,0,1.0019444444444443,10.0
8.0,151600.0,33.75,9.0,1,35.0,0,1.0019444444444443,33.0
12.0,298200.0,25.0,13.0,1,35.0,0,1.0038888888888888,36.0
6.0,73500.0,22.5,7.0,1,44.0,0,1.0016666666666667,19.0
6.0,151700.0,27.5,7.0,1,49.0,0,1.0191666666666668,30.0
3.0,36000.0,20.0,4.0,1,35.0,0,1.0016666666666667,12.0
5.0,79000.0,15.0,6.0,1,31.0,0,1.0019444444444443,30.0
11.0,236250.0,23.181818181818183,12.0,1,40.0,0,1.0016666666666667,25.0
1.0,13000.0,30.0,2.0,1,34.0,0,1.0044444444444445,34.0
10.0,205100.0,19.5,11.0,0,47.0,0,1.002222222222222,33.0
10.0,192100.0,19.5,11.0,1,46.0,0,1.0016666666666667,27.0
4.0,47000.0,18.75,5.0,1,37.0,0,1.0016666666666667,26.0
9.0,208050.0,30.0,10.0,1,35.0,0,1.0019444444444443,27.0
3.0,39000.0,30.0,4.0,1,38.0,0,1.0016666666666667,27.0
1.0,11500.0,15.0,2.0,0,46.0,0,1.018888888888889,16.0
1.0,13000.0,30.0,2.0,1,39.0,0,1.0191666666666668,25.0
5.0,117600.0,30.0,6.0,0,35.0,0,1.0016666666666667,31.0
6.0,131850.0,30.0,7.0,1,36.0,0,1.018888888888889,19.0
2.0,24500.0,22.5,3.0,1,45.0,1,1.0016666666666667,33.0
1.0,11500.0,15.0,2.0,0,44.0,0,1.0186111111111111,18.0
8.0,92000.0,15.0,9.0,0,40.0,0,1.0019444444444443,16.0
1.0,11500.0,15.0,2.0,0,40.0,0,1.0194444444444444,25.0
1.0,13000.0,30.0,2.0,0,44.0,0,1.018888888888889,29.0
2.0,24500.0,22.5,3.0,1,39.0,0,1.0025,0.0
2.0,26000.0,30.0,3.0,1,52.0,0,1.0019444444444443,28.0
9.0,160375.0,28.33333333333333,10.0,1,35.0,0,1.0019444444444443,29.0
1.0,11500.0,15.0,2.0,1,32.0,0,1.018888888888889,15.0
3.0,39000.0,30.0,4.0,0,40.0,0,1.0019444444444443,55.0
1.0,13000.0,30.0,2.0,1,30.0,0,1.018888888888889,12.0
1.0,13000.0,30.0,2.0,1,38.0,0,1.018888888888889,23.0
1.0,13000.0,30.0,2.0,1,46.0,0,1.2102777777777778,25.0
1.0,13000.0,30.0,2.0,1,36.0,0,1.0038888888888888,32.0
1.0,13000.0,30.0,2.0,0,44.0,0,1.0191666666666668,26.0
1.0,13000.0,30.0,2.0,1,47.0,0,1.0191666666666668,27.0
1.0,11500.0,15.0,2.0,1,33.0,0,1.018888888888889,15.0
1.0,13000.0,30.0,2.0,1,34.0,0,1.018888888888889,17.0
3.0,50500.0,30.0,4.0,1,37.0,0,1.0016666666666667,30.0
2.0,23000.0,15.0,3.0,0,36.0,0,1.0016666666666667,15.0
1.0,13000.0,30.0,2.0,1,42.0,0,1.0038888888888888,30.0
1.0,11500.0,15.0,2.0,1,34.0,0,1.018888888888889,14.0
2.0,23000.0,15.0,3.0,0,38.0,0,1.002222222222222,17.0
2.0,26000.0,30.0,3.0,1,37.0,0,1.0019444444444443,22.0
2.0,24500.0,22.5,3.0,0,51.0,0,1.0186111111111111,43.0
5.0,82000.0,21.0,6.0,1,38.0,0,1.0019444444444443,14.0
1.0,13000.0,30.0,2.0,1,31.0,0,1.018888888888889,25.0
7.0,94300.0,19.285714285714285,8.0,0,39.0,0,1.0019444444444443,13.0
1.0,13000.0,30.0,2.0,1,38.0,0,1.018888888888889,6.0
1.0,13000.0,30.0,2.0,1,49.0,0,1.0030555555555556,35.0
1.0,13000.0,30.0,2.0,1,33.0,0,1.0186111111111111,21.0
3.0,37500.0,25.0,4.0,1,41.0,0,1.0019444444444443,58.0
7.0,106900.0,21.428571428571427,8.0,0,48.0,0,1.0186111111111111,27.0
2.0,26000.0,30.0,3.0,1,39.0,0,1.0019444444444443,24.0
3.0,34500.0,15.0,4.0,1,37.0,0,1.0019444444444443,13.0
3.0,34500.0,15.0,4.0,0,30.0,0,1.0019444444444443,30.0
3.0,34500.0,15.0,4.0,1,50.0,0,1.002222222222222,15.0
18.0,471275.0,32.5,19.0,1,37.0,0,1.0186111111111111,47.0
4.0,63500.0,30.0,5.0,1,32.0,0,1.0016666666666667,41.0
1.0,13000.0,30.0,2.0,1,30.0,0,1.0191666666666668,24.0
7.0,101800.0,30.0,8.0,1,34.0,0,1.0186111111111111,29.0
1.0,13000.0,30.0,2.0,1,31.0,0,1.0205555555555557,16.0
13.0,388850.0,27.692307692307693,14.0,1,38.0,0,1.0019444444444443,29.0
1.0,13000.0,30.0,2.0,1,43.0,0,1.0191666666666668,13.0
8.0,142425.0,18.75,9.0,0,37.0,0,1.0033333333333334,13.0
3.0,36000.0,20.0,4.0,0,33.0,0,1.0016666666666667,33.0
1.0,11500.0,15.0,2.0,1,37.0,0,1.0194444444444444,15.0
1.0,11500.0,15.0,2.0,0,31.0,0,1.005,6.0
18.0,350350.0,15.0,19.0,1,44.0,0,1.0191666666666668,15.0
1.0,11500.0,15.0,2.0,1,42.0,0,1.018888888888889,14.0
1.0,24500.0,30.0,3.0,1,49.0,1,1.018888888888889,28.0
10.0,281700.0,39.0,11.0,1,32.0,0,1.002222222222222,29.0
1.0,11500.0,15.0,2.0,1,49.0,0,1.018888888888889,10.0
3.0,39000.0,30.0,4.0,1,45.0,0,1.002222222222222,28.0
1.0,11500.0,15.0,2.0,1,38.0,0,1.0216666666666667,2.0
1.0,11500.0,15.0,2.0,1,30.0,0,1.0186111111111111,14.0
1.0,11500.0,15.0,2.0,1,43.0,0,1.0216666666666667,14.0
1.0,11500.0,15.0,2.0,1,51.0,0,1.005,14.0
1.0,13000.0,30.0,2.0,1,35.0,0,1.0191666666666668,10.0
2.0,26000.0,30.0,3.0,0,45.0,0,1.0019444444444443,27.0
5.0,74525.0,27.0,6.0,1,29.0,0,1.0197222222222222,50.0
2.0,26000.0,30.0,3.0,0,34.0,0,1.0016666666666667,25.0
1.0,13000.0,30.0,2.0,1,41.0,0,1.0094444444444444,32.0
8.0,178700.0,37.5,9.0,1,30.0,0,1.0019444444444443,30.0
11.0,217050.0,24.545454545454547,12.0,1,38.0,0,1.0019444444444443,26.0
1.0,11500.0,15.0,2.0,0,31.0,0,1.018888888888889,24.0
1.0,13000.0,30.0,2.0,0,36.0,0,1.018888888888889,31.0
7.0,92325.0,17.142857142857142,8.0,1,50.0,0,1.0186111111111111,19.0
1.0,13000.0,30.0,2.0,1,49.0,0,1.0019444444444443,31.0
1.0,11500.0,15.0,2.0,0,32.0,0,1.0186111111111111,2.0
15.0,497125.0,26.0,16.0,1,32.0,0,1.002222222222222,21.0
2.0,23000.0,15.0,3.0,1,37.0,0,1.0019444444444443,12.0
3.0,36000.0,20.0,4.0,0,34.0,0,1.003611111111111,40.0
4.0,47000.0,18.75,5.0,1,47.0,0,1.0025,28.0
2.0,24500.0,22.5,3.0,1,34.0,0,1.0019444444444443,42.0
1.0,11500.0,15.0,2.0,0,34.0,0,1.018888888888889,33.0
1.0,11500.0,15.0,2.0,1,33.0,0,1.0041666666666669,12.0
1.0,11500.0,15.0,2.0,1,35.0,0,1.011111111111111,3.0
1.0,13000.0,30.0,2.0,0,29.0,0,1.0030555555555556,35.0
3.0,37500.0,25.0,4.0,1,39.0,0,1.0013888888888889,10.0
1.0,13000.0,30.0,2.0,1,39.0,0,1.0197222222222222,27.0
8.0,223400.0,33.75,9.0,0,40.0,0,1.0019444444444443,38.0
13.0,280550.0,19.615384615384617,14.0,1,32.0,0,1.0019444444444443,31.0
1.0,11500.0,15.0,2.0,0,56.0,0,1.0191666666666668,15.0
6.0,129600.0,27.5,7.0,1,35.0,0,1.0016666666666667,29.0
3.0,37500.0,25.0,4.0,1,39.0,0,1.002222222222222,29.0
9.0,199900.0,35.0,10.0,1,36.0,0,1.002222222222222,29.0
4.0,52687.5,18.75,5.0,1,35.0,0,1.0027777777777778,16.0
1.0,11500.0,15.0,2.0,1,37.0,0,1.0019444444444443,14.0
1.0,11500.0,15.0,2.0,0,33.0,0,1.0047222222222223,36.0
8.0,186200.0,37.5,9.0,0,34.0,0,1.0075,27.0
5.0,93750.0,24.0,6.0,1,32.0,0,1.0019444444444443,29.0
1.0,13000.0,30.0,2.0,0,35.0,0,1.0186111111111111,41.0
2.0,26000.0,30.0,3.0,0,37.0,0,1.0019444444444443,30.0
5.0,57000.0,27.0,6.0,1,43.0,0,1.002222222222222,24.0
3.0,39000.0,30.0,4.0,1,38.0,0,1.0016666666666667,19.0
1.0,11500.0,15.0,2.0,0,36.0,0,1.018888888888889,15.0
4.0,50500.0,26.25,5.0,0,37.0,0,1.0019444444444443,32.0
1.0,11500.0,15.0,2.0,0,35.0,0,1.0191666666666668,15.0
12.0,336450.0,31.25,13.0,1,50.0,0,1.0019444444444443,26.0
2.0,24500.0,22.5,3.0,0,35.0,0,1.0016666666666667,28.0
1.0,13000.0,30.0,2.0,0,31.0,0,1.002222222222222,24.0
3.0,37500.0,25.0,4.0,0,33.0,0,1.0016666666666667,24.0
8.0,165650.0,26.25,9.0,1,49.0,0,1.0186111111111111,13.0
1.0,11500.0,15.0,2.0,1,52.0,0,1.018888888888889,14.0
8.0,163100.0,33.75,9.0,1,40.0,0,1.0027777777777778,28.0
1.0,11500.0,15.0,2.0,1,32.0,0,1.018888888888889,11.0
5.0,83500.0,21.0,6.0,1,36.0,0,1.0016666666666667,34.0
2.0,23000.0,15.0,3.0,1,36.0,0,1.002222222222222,11.0
10.0,312500.0,33.0,11.0,1,42.0,0,1.003611111111111,29.0
1.0,13000.0,30.0,2.0,1,36.0,0,1.018888888888889,21.0
9.0,185800.0,18.33333333333333,10.0,1,46.0,0,1.002222222222222,23.0
3.0,39000.0,30.0,4.0,0,35.0,0,1.0013888888888889,29.0
1.0,13000.0,30.0,2.0,0,37.0,0,1.003611111111111,30.0
10.0,241400.0,24.0,11.0,1,34.0,0,1.0019444444444443,26.0
1.0,11500.0,15.0,2.0,0,32.0,0,1.0033333333333334,25.0
1.0,13000.0,30.0,2.0,0,37.0,0,1.002222222222222,35.0
5.0,75750.0,30.0,6.0,1,41.0,0,1.0019444444444443,28.0
7.0,135750.0,17.142857142857142,8.0,1,32.0,0,1.0016666666666667,31.0
9.0,207950.0,30.0,10.0,1,40.0,0,1.0019444444444443,35.0
5.0,65000.0,30.0,6.0,1,39.0,0,1.0016666666666667,20.0
1.0,13000.0,30.0,2.0,0,31.0,0,1.0044444444444445,53.0
1.0,13000.0,30.0,2.0,1,35.0,0,1.018888888888889,28.0
1.0,13000.0,30.0,2.0,1,48.0,0,1.0041666666666669,17.0
4.0,89500.0,37.5,5.0,1,44.0,0,1.0019444444444443,28.0
7.0,144100.0,27.857142857142858,8.0,1,36.0,0,1.0016666666666667,33.0
3.0,50500.0,30.0,4.0,1,56.0,0,1.002222222222222,26.0
1.0,13000.0,30.0,2.0,1,34.0,0,1.018888888888889,28.0
5.0,86500.0,27.0,6.0,1,40.0,0,1.0186111111111111,32.0
1.0,11500.0,15.0,2.0,1,36.0,0,1.018888888888889,16.0
9.0,223400.0,31.666666666666668,10.0,1,31.0,0,1.0025,50.0
5.0,79000.0,15.0,6.0,1,37.0,1,1.0019444444444443,17.0
3.0,34500.0,15.0,4.0,1,36.0,0,1.0016666666666667,24.0
1.0,13000.0,30.0,2.0,1,37.0,0,1.0058333333333334,31.0
2.0,26000.0,30.0,3.0,0,39.0,0,1.0019444444444443,30.0
4.0,61500.0,26.25,5.0,1,39.0,0,1.0027777777777778,31.0
2.0,24500.0,22.5,3.0,1,40.0,0,1.0016666666666667,28.0
4.0,60000.0,22.5,5.0,1,40.0,0,1.0019444444444443,29.0
4.0,62000.0,26.25,5.0,1,35.0,0,1.0019444444444443,32.0
7.0,135400.0,17.142857142857142,8.0,1,41.0,0,1.018888888888889,28.0
10.0,262100.0,33.0,11.0,1,45.0,0,1.018888888888889,32.0
1.0,13000.0,30.0,2.0,0,33.0,0,1.0186111111111111,43.0
4.0,63500.0,30.0,5.0,1,45.0,0,1.0186111111111111,31.0
1.0,13000.0,30.0,2.0,1,36.0,0,1.9997222222222224,27.0
2.0,23000.0,15.0,3.0,0,44.0,0,1.002222222222222,44.0
6.0,96125.0,22.5,7.0,1,38.0,0,1.018888888888889,17.0
1.0,11500.0,15.0,2.0,0,33.0,0,1.0041666666666669,36.0
10.0,236650.0,28.5,11.0,1,39.0,0,1.0186111111111111,33.0
1.0,13000.0,30.0,2.0,1,32.0,0,1.018888888888889,39.0
7.0,133000.0,30.0,8.0,1,29.0,0,1.0019444444444443,44.0
6.0,93400.0,30.0,7.0,1,46.0,0,1.0186111111111111,29.0
1.0,13000.0,30.0,2.0,1,40.0,0,1.018888888888889,22.0
1.0,11500.0,15.0,2.0,1,41.0,0,1.0191666666666668,4.0
7.0,155600.0,30.0,8.0,1,46.0,0,1.0019444444444443,28.0
3.0,36000.0,20.0,4.0,1,31.0,0,1.0016666666666667,12.0
7.0,102500.0,30.0,8.0,1,42.0,0,1.0019444444444443,29.0
3.0,36000.0,20.0,4.0,1,34.0,0,1.0019444444444443,14.0
3.0,36000.0,20.0,4.0,1,39.0,0,1.0019444444444443,29.0
1.0,11500.0,15.0,2.0,0,33.0,0,1.003611111111111,38.0
8.0,180000.0,30.0,9.0,1,43.0,0,1.0019444444444443,41.0
4.0,60500.0,22.5,5.0,1,41.0,0,1.0016666666666667,20.0
8.0,110950.0,28.125,9.0,1,36.0,0,1.018888888888889,19.0
1.0,13000.0,30.0,2.0,1,45.0,0,1.018888888888889,27.0
